Entry,Entry name,Status,Protein names,Gene names,Length
Q8NHY6,ZFP28_HUMAN,reviewed,Zinc finger protein 28 homolog (Zfp-28) (Krueppel-like zinc finger factor X6),ZFP28 KIAA1431,868
Q13342,SP140_HUMAN,reviewed,Nuclear body protein SP140 (Lymphoid-restricted homolog of Sp100) (LYSp100) (Nuclear autoantigen Sp-140) (Speckled 140 kDa),SP140 LYSP100,867
A0AVK6,E2F8_HUMAN,reviewed,Transcription factor E2F8 (E2F-8),E2F8,867
P02671,FIBA_HUMAN,reviewed,Fibrinogen alpha chain [Cleaved into: Fibrinopeptide A; Fibrinogen alpha chain],FGA,866
Q9BXJ9,NAA15_HUMAN,reviewed,"N-alpha-acetyltransferase 15, NatA auxiliary subunit (Gastric cancer antigen Ga19) (N-terminal acetyltransferase) (NMDA receptor-regulated protein 1) (Protein tubedown-1) (Tbdn100)",NAA15 GA19 NARG1 NATH TBDN100,866
Q96F46,I17RA_HUMAN,reviewed,Interleukin-17 receptor A (IL-17 receptor A) (IL-17RA) (CDw217) (CD antigen CD217),IL17RA IL17R,866
Q9UI17,M2GD_HUMAN,reviewed,"Dimethylglycine dehydrogenase, mitochondrial (EC 1.5.8.4) (ME2GLYDH)",DMGDH,866
P42658,DPP6_HUMAN,reviewed,Dipeptidyl aminopeptidase-like protein 6 (DPPX) (Dipeptidyl aminopeptidase-related protein) (Dipeptidyl peptidase 6) (Dipeptidyl peptidase IV-like protein) (Dipeptidyl peptidase VI) (DPP VI),DPP6,865
Q5T7N2,LITD1_HUMAN,reviewed,LINE-1 type transposase domain-containing protein 1 (ES cell-associated protein 11),L1TD1 ECAT11,865
Q05193,DYN1_HUMAN,reviewed,Dynamin-1 (EC 3.6.5.5),DNM1 DNM,864
P11171,EPB41_HUMAN,reviewed,Protein 4.1 (P4.1) (4.1R) (Band 4.1) (EPB4.1) (Erythrocyte membrane protein band 4.1),EPB41 E41P,864
Q86TI2,DPP9_HUMAN,reviewed,Dipeptidyl peptidase 9 (DP9) (EC 3.4.14.5) (Dipeptidyl peptidase IV-related protein 2) (DPRP-2) (Dipeptidyl peptidase IX) (DPP IX) (Dipeptidyl peptidase-like protein 9) (DPLP9),DPP9 DPRP2,863
Q8N3F8,MILK1_HUMAN,reviewed,MICAL-like protein 1 (Molecule interacting with Rab13) (MIRab13),MICALL1 KIAA1668 MIRAB13,863
Q8N2Q7,NLGN1_HUMAN,reviewed,Neuroligin-1,NLGN1 KIAA1070,863
P33991,MCM4_HUMAN,reviewed,DNA replication licensing factor MCM4 (EC 3.6.4.12) (CDC21 homolog) (P1-CDC21),MCM4 CDC21,863
Q13822,ENPP2_HUMAN,reviewed,Ectonucleotide pyrophosphatase/phosphodiesterase family member 2 (E-NPP 2) (EC 3.1.4.39) (Autotaxin) (Extracellular lysophospholipase D) (LysoPLD),ENPP2 ATX PDNP2,863
Q92995,UBP13_HUMAN,reviewed,Ubiquitin carboxyl-terminal hydrolase 13 (EC 3.4.19.12) (Deubiquitinating enzyme 13) (Isopeptidase T-3) (ISOT-3) (Ubiquitin thioesterase 13) (Ubiquitin-specific-processing protease 13),USP13 ISOT3,863
P54278,PMS2_HUMAN,reviewed,Mismatch repair endonuclease PMS2 (EC 3.1.-.-) (DNA mismatch repair protein PMS2) (PMS1 protein homolog 2),PMS2 PMSL2,862
O15169,AXIN1_HUMAN,reviewed,Axin-1 (Axis inhibition protein 1) (hAxin),AXIN1 AXIN,862
O95985,TOP3B_HUMAN,reviewed,DNA topoisomerase 3-beta-1 (EC 5.6.2.1) (DNA topoisomerase III beta-1),TOP3B TOP3B1,862
Q15276,RABE1_HUMAN,reviewed,Rab GTPase-binding effector protein 1 (Rabaptin-4) (Rabaptin-5) (Rabaptin-5alpha) (Renal carcinoma antigen NY-REN-17),RABEP1 RAB5EP RABPT5 RABPT5A,862
Q92854,SEM4D_HUMAN,reviewed,Semaphorin-4D (A8) (BB18) (GR3) (CD antigen CD100),SEMA4D C9orf164 CD100 SEMAJ,862
Q13415,ORC1_HUMAN,reviewed,Origin recognition complex subunit 1 (Replication control protein 1),ORC1 ORC1L PARC1,861
Q96J94,PIWL1_HUMAN,reviewed,Piwi-like protein 1 (EC 3.1.26.-),PIWIL1 HIWI,861
Q9HCK5,AGO4_HUMAN,reviewed,Protein argonaute-4 (Argonaute4) (hAgo4) (Argonaute RISC catalytic component 4) (Eukaryotic translation initiation factor 2C 4) (eIF-2C 4) (eIF2C 4),AGO4 EIF2C4 KIAA1567,861
Q8N5H7,SH2D3_HUMAN,reviewed,SH2 domain-containing protein 3C (Cas/HEF1-associated signal transducer) (Chat-H) (Novel SH2-containing protein 3) (SH2 domain-containing Eph receptor-binding protein 1) (SHEP1),SH2D3C NSP3 UNQ272/PRO309/PRO34088,860
P01130,LDLR_HUMAN,reviewed,Low-density lipoprotein receptor (LDL receptor),LDLR,860
Q9H9G7,AGO3_HUMAN,reviewed,Protein argonaute-3 (Argonaute3) (hAgo3) (EC 3.1.26.n2) (Argonaute RISC catalytic component 3) (Eukaryotic translation initiation factor 2C 3) (eIF-2C 3) (eIF2C 3),AGO3 EIF2C3,860
Q58WW2,DCAF6_HUMAN,reviewed,DDB1- and CUL4-associated factor 6 (Androgen receptor complex-associated protein) (ARCAP) (IQ motif and WD repeat-containing protein 1) (Nuclear receptor interaction protein) (NRIP),DCAF6 IQWD1 MSTP055,860
Q99549,MPP8_HUMAN,reviewed,M-phase phosphoprotein 8 (Two hybrid-associated protein 3 with RanBPM) (Twa3),MPHOSPH8 MPP8,860
Q12852,M3K12_HUMAN,reviewed,Mitogen-activated protein kinase kinase kinase 12 (EC 2.7.11.25) (Dual leucine zipper bearing kinase) (DLK) (Leucine-zipper protein kinase) (ZPK) (MAPK-upstream kinase) (MUK) (Mixed lineage kinase),MAP3K12 ZPK,859
Q9UKV8,AGO2_HUMAN,reviewed,Protein argonaute-2 (Argonaute2) (hAgo2) (EC 3.1.26.n2) (Argonaute RISC catalytic component 2) (Eukaryotic translation initiation factor 2C 2) (eIF-2C 2) (eIF2C 2) (PAZ Piwi domain protein) (PPD) (Protein slicer),AGO2 EIF2C2,859
Q8NB91,FANCB_HUMAN,reviewed,Fanconi anemia group B protein (Protein FACB) (Fanconi anemia-associated polypeptide of 95 kDa) (FAAP95),FANCB,859
Q7L1W4,LRC8D_HUMAN,reviewed,Volume-regulated anion channel subunit LRRC8D (Leucine-rich repeat-containing protein 5) (Leucine-rich repeat-containing protein 8D) (HsLRRC8D),LRRC8D LRRC5 UNQ213/PRO239,858
Q92598,HS105_HUMAN,reviewed,Heat shock protein 105 kDa (Antigen NY-CO-25) (Heat shock 110 kDa protein),HSPH1 HSP105 HSP110 KIAA0201,858
P13639,EF2_HUMAN,reviewed,Elongation factor 2 (EF-2),EEF2 EF2,858
P13591,NCAM1_HUMAN,reviewed,Neural cell adhesion molecule 1 (N-CAM-1) (NCAM-1) (CD antigen CD56),NCAM1 NCAM,858
O60602,TLR5_HUMAN,reviewed,Toll-like receptor 5 (Toll/interleukin-1 receptor-like protein 3),TLR5 TIL3,858
P45974,UBP5_HUMAN,reviewed,Ubiquitin carboxyl-terminal hydrolase 5 (EC 3.4.19.12) (Deubiquitinating enzyme 5) (Isopeptidase T) (Ubiquitin thioesterase 5) (Ubiquitin-specific-processing protease 5),USP5 ISOT,858
P51160,PDE6C_HUMAN,reviewed,"Cone cGMP-specific 3',5'-cyclic phosphodiesterase subunit alpha' (EC 3.1.4.35) (cGMP phosphodiesterase 6C)",PDE6C PDEA2,858
Q9UPQ3,AGAP1_HUMAN,reviewed,"Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 1 (AGAP-1) (Centaurin-gamma-2) (Cnt-g2) (GTP-binding and GTPase-activating protein 1) (GGAP1)",AGAP1 CENTG2 KIAA1099,857
Q9UL18,AGO1_HUMAN,reviewed,Protein argonaute-1 (Argonaute1) (hAgo1) (Argonaute RISC catalytic component 1) (Eukaryotic translation initiation factor 2C 1) (eIF-2C 1) (eIF2C 1) (Putative RNA-binding protein Q99),AGO1 EIF2C1,857
P33981,TTK_HUMAN,reviewed,Dual specificity protein kinase TTK (EC 2.7.12.1) (Phosphotyrosine picked threonine-protein kinase) (PYT),TTK MPS1 MPS1L1,857
O15381,NVL_HUMAN,reviewed,Nuclear valosin-containing protein-like (NVLp) (Nuclear VCP-like protein),NVL NVL2,856
Q9Y5Y6,ST14_HUMAN,reviewed,Suppressor of tumorigenicity 14 protein (EC 3.4.21.109) (Matriptase) (Membrane-type serine protease 1) (MT-SP1) (Prostamin) (Serine protease 14) (Serine protease TADG-15) (Tumor-associated differentially-expressed gene 15 protein),ST14 PRSS14 SNC19 TADG15,855
Q16832,DDR2_HUMAN,reviewed,"Discoidin domain-containing receptor 2 (Discoidin domain receptor 2) (EC 2.7.10.1) (CD167 antigen-like family member B) (Discoidin domain-containing receptor tyrosine kinase 2) (Neurotrophic tyrosine kinase, receptor-related 3) (Receptor protein-tyrosine kinase TKT) (Tyrosine-protein kinase TYRO10) (CD antigen CD167b)",DDR2 NTRKR3 TKT TYRO10,855
Q9HCS7,SYF1_HUMAN,reviewed,Pre-mRNA-splicing factor SYF1 (Protein HCNP) (XPA-binding protein 2),XAB2 HCNP KIAA1177 SYF1 PP3898,855
Q9NRI5,DISC1_HUMAN,reviewed,Disrupted in schizophrenia 1 protein,DISC1 KIAA0457,854
Q8IXQ6,PARP9_HUMAN,reviewed,Protein mono-ADP-ribosyltransferase PARP9 (EC 2.4.2.-) (ADP-ribosyltransferase diphtheria toxin-like 9) (ARTD9) (B aggressive lymphoma protein) (Poly [ADP-ribose] polymerase 9) (PARP-9),PARP9 BAL BAL1,854
Q96RS0,TGS1_HUMAN,reviewed,Trimethylguanosine synthase (EC 2.1.1.-) (CLL-associated antigen KW-2) (Cap-specific guanine-N2 methyltransferase) (Hepatocellular carcinoma-associated antigen 137) (Nuclear receptor coactivator 6-interacting protein) (PRIP-interacting protein with methyltransferase motif) (PIMT) (PIPMT),TGS1 HCA137 NCOA6IP PIMT,853
Q9UBC3,DNM3B_HUMAN,reviewed,DNA (cytosine-5)-methyltransferase 3B (Dnmt3b) (EC 2.1.1.37) (DNA methyltransferase HsaIIIB) (DNA MTase HsaIIIB) (M.HsaIIIB),DNMT3B,853
O60341,KDM1A_HUMAN,reviewed,Lysine-specific histone demethylase 1A (EC 1.14.99.66) (BRAF35-HDAC complex protein BHC110) (Flavin-containing amine oxidase domain-containing protein 2) ([histone H3]-dimethyl-L-lysine(4) FAD-dependent demethylase 1A),KDM1A AOF2 KDM1 KIAA0601 LSD1,852
Q9NP71,MLXPL_HUMAN,reviewed,Carbohydrate-responsive element-binding protein (ChREBP) (Class D basic helix-loop-helix protein 14) (bHLHd14) (MLX interactor) (MLX-interacting protein-like) (WS basic-helix-loop-helix leucine zipper protein) (WS-bHLH) (Williams-Beuren syndrome chromosomal region 14 protein),MLXIPL BHLHD14 MIO WBSCR14,852
Q5JVG2,ZN484_HUMAN,reviewed,Zinc finger protein 484,ZNF484,852
Q03167,TGBR3_HUMAN,reviewed,Transforming growth factor beta receptor type 3 (TGF-beta receptor type 3) (TGFR-3) (Betaglycan) (Transforming growth factor beta receptor III) (TGF-beta receptor type III),TGFBR3,851
P52630,STAT2_HUMAN,reviewed,Signal transducer and activator of transcription 2 (p113),STAT2,851
Q63ZY3,KANK2_HUMAN,reviewed,KN motif and ankyrin repeat domain-containing protein 2 (Ankyrin repeat domain-containing protein 25) (Matrix-remodeling-associated protein 3) (SRC-1-interacting protein) (SIP) (SRC-interacting protein) (SRC1-interacting protein),KANK2 ANKRD25 KIAA1518 MXRA3 SIP,851
Q9BZJ0,CRNL1_HUMAN,reviewed,Crooked neck-like protein 1 (Crooked neck homolog) (hCrn),CRNKL1 CRN CGI-201 MSTP021,848
P35869,AHR_HUMAN,reviewed,Aryl hydrocarbon receptor (Ah receptor) (AhR) (Class E basic helix-loop-helix protein 76) (bHLHe76),AHR BHLHE76,848
P42226,STAT6_HUMAN,reviewed,Signal transducer and activator of transcription 6 (IL-4 Stat),STAT6,847
Q16584,M3K11_HUMAN,reviewed,Mitogen-activated protein kinase kinase kinase 11 (EC 2.7.11.25) (Mixed lineage kinase 3) (Src-homology 3 domain-containing proline-rich kinase),MAP3K11 MLK3 PTK1 SPRK,847
P20273,CD22_HUMAN,reviewed,B-cell receptor CD22 (B-lymphocyte cell adhesion molecule) (BL-CAM) (Sialic acid-binding Ig-like lectin 2) (Siglec-2) (T-cell surface antigen Leu-14) (CD antigen CD22),CD22 SIGLEC2,847
Q9UKW4,VAV3_HUMAN,reviewed,Guanine nucleotide exchange factor VAV3 (VAV-3),VAV3,847
P06737,PYGL_HUMAN,reviewed,"Glycogen phosphorylase, liver form (EC 2.4.1.1)",PYGL,847
Q9UQ84,EXO1_HUMAN,reviewed,Exonuclease 1 (hExo1) (EC 3.1.-.-) (Exonuclease I) (hExoI),EXO1 EXOI HEX1,846
O15516,CLOCK_HUMAN,reviewed,Circadian locomoter output cycles protein kaput (hCLOCK) (EC 2.3.1.48) (Class E basic helix-loop-helix protein 8) (bHLHe8),CLOCK BHLHE8 KIAA0334,846
Q9HBB8,CDHR5_HUMAN,reviewed,Cadherin-related family member 5 (Mu-protocadherin) (Mucin and cadherin-like protein) (Mucin-like protocadherin) (MLPCDH),CDHR5 MUCDHL MUPCDH UNQ2781/PRO7168,845
Q6P2P2,ANM9_HUMAN,reviewed,Protein arginine N-methyltransferase 9 (Protein arginine N-methyltransferase 10) (EC 2.1.1.320),PRMT9 PRMT10,845
Q8NE71,ABCF1_HUMAN,reviewed,ATP-binding cassette sub-family F member 1 (ATP-binding cassette 50) (TNF-alpha-stimulated ABC protein),ABCF1 ABC50,845
P15498,VAV_HUMAN,reviewed,Proto-oncogene vav,VAV1 VAV,845
Q6GQQ9,OTU7B_HUMAN,reviewed,OTU domain-containing protein 7B (EC 3.4.19.12) (Cellular zinc finger anti-NF-kappa-B protein) (Cezanne) (Zinc finger A20 domain-containing protein 1) (Zinc finger protein Cezanne),OTUD7B ZA20D1,843
P11216,PYGB_HUMAN,reviewed,"Glycogen phosphorylase, brain form (EC 2.4.1.1)",PYGB,843
P10643,CO7_HUMAN,reviewed,Complement component C7,C7,843
P49756,RBM25_HUMAN,reviewed,RNA-binding protein 25 (Arg/Glu/Asp-rich protein of 120 kDa) (RED120) (Protein S164) (RNA-binding motif protein 25) (RNA-binding region-containing protein 7),RBM25 RNPC7,843
Q86TV6,TTC7B_HUMAN,reviewed,Tetratricopeptide repeat protein 7B (TPR repeat protein 7B) (Tetratricopeptide repeat protein 7-like-1) (TPR repeat protein 7-like-1),TTC7B TTC7L1,843
Q9NP58,ABCB6_HUMAN,reviewed,ATP-binding cassette sub-family B member 6 (ABC-type heme transporter ABCB6) (EC 7.6.2.5) (Mitochondrial ABC transporter 3) (Mt-ABC transporter 3) (P-glycoprotein-related protein) (Ubiquitously-expressed mammalian ABC half transporter),ABCB6 MTABC3 PRP UMAT,842
Q6ZN44,UNC5A_HUMAN,reviewed,Netrin receptor UNC5A (Protein unc-5 homolog 1) (Protein unc-5 homolog A),UNC5A KIAA1976 UNC5H1,842
P11217,PYGM_HUMAN,reviewed,"Glycogen phosphorylase, muscle form (EC 2.4.1.1) (Myophosphorylase)",PYGM,842
Q9BYV9,BACH2_HUMAN,reviewed,Transcription regulator protein BACH2 (BTB and CNC homolog 2),BACH2,841
Q5FWF5,ESCO1_HUMAN,reviewed,N-acetyltransferase ESCO1 (EC 2.3.1.-) (CTF7 homolog 1) (Establishment factor-like protein 1) (EFO1) (EFO1p) (hEFO1) (Establishment of cohesion 1 homolog 1) (ECO1 homolog 1) (ESO1 homolog 1),ESCO1 EFO1 KIAA1911,840
Q9UJA3,MCM8_HUMAN,reviewed,DNA helicase MCM8 (EC 3.6.4.12) (Minichromosome maintenance 8),MCM8 C20orf154,840
Q9Y468,LMBL1_HUMAN,reviewed,Lethal(3)malignant brain tumor-like protein 1 (H-l(3)mbt) (H-l(3)mbt protein) (L(3)mbt-like) (L(3)mbt protein homolog) (L3MBTL1),L3MBTL1 KIAA0681 L3MBT L3MBTL,840
Q9H3E2,SNX25_HUMAN,reviewed,Sorting nexin-25,SNX25 MSTP043,840
Q16288,NTRK3_HUMAN,reviewed,NT-3 growth factor receptor (EC 2.7.10.1) (GP145-TrkC) (Trk-C) (Neurotrophic tyrosine kinase receptor type 3) (TrkC tyrosine kinase),NTRK3 TRKC,839
Q7Z3C6,ATG9A_HUMAN,reviewed,Autophagy-related protein 9A (APG9-like 1) (mATG9),ATG9A APG9L1,839
O00206,TLR4_HUMAN,reviewed,Toll-like receptor 4 (EC 3.2.2.6) (hToll) (CD antigen CD284),TLR4,839
Q9H269,VPS16_HUMAN,reviewed,Vacuolar protein sorting-associated protein 16 homolog (hVPS16),VPS16,839
Q96SE7,ZN347_HUMAN,reviewed,Zinc finger protein 347 (Zinc finger protein 1111),ZNF347 ZNF1111,839
Q8NER1,TRPV1_HUMAN,reviewed,Transient receptor potential cation channel subfamily V member 1 (TrpV1) (Capsaicin receptor) (Osm-9-like TRP channel 1) (OTRPC1) (Vanilloid receptor 1),TRPV1 VR1,839
Q9Y2L8,ZKSC5_HUMAN,reviewed,Zinc finger protein with KRAB and SCAN domains 5 (Zinc finger protein 95 homolog) (Zfp-95),ZKSCAN5 KIAA1015 ZFP95,839
Q9Y6A5,TACC3_HUMAN,reviewed,Transforming acidic coiled-coil-containing protein 3 (ERIC-1),TACC3 ERIC1,838
Q5VSL9,STRP1_HUMAN,reviewed,Striatin-interacting protein 1 (Protein FAM40A),STRIP1 FAM40A KIAA1761,837
Q9Y4R8,TELO2_HUMAN,reviewed,Telomere length regulation protein TEL2 homolog (Protein clk-2 homolog) (hCLK2),TELO2 KIAA0683,837
Q92830,KAT2A_HUMAN,reviewed,Histone acetyltransferase KAT2A (EC 2.3.1.48) (General control of amino acid synthesis protein 5-like 2) (Histone acetyltransferase GCN5) (hGCN5) (Histone glutaryltransferase KAT2A) (EC 2.3.1.-) (Histone succinyltransferase KAT2A) (EC 2.3.1.-) (Lysine acetyltransferase 2A) (STAF97),KAT2A GCN5 GCN5L2,837
Q02410,APBA1_HUMAN,reviewed,Amyloid-beta A4 precursor protein-binding family A member 1 (Adapter protein X11alpha) (Neuron-specific X11 protein) (Neuronal Munc18-1-interacting protein 1) (Mint-1),APBA1 MINT1 X11,837
O75173,ATS4_HUMAN,reviewed,A disintegrin and metalloproteinase with thrombospondin motifs 4 (ADAM-TS 4) (ADAM-TS4) (ADAMTS-4) (EC 3.4.24.82) (ADMP-1) (Aggrecanase-1),ADAMTS4 KIAA0688 UNQ769/PRO1563,837
Q9Y6X8,ZHX2_HUMAN,reviewed,Zinc fingers and homeoboxes protein 2 (Alpha-fetoprotein regulator 1) (AFP regulator 1) (Regulator of AFP) (Zinc finger and homeodomain protein 2),ZHX2 AFR1 KIAA0854 RAF,837
Q93050,VPP1_HUMAN,reviewed,V-type proton ATPase 116 kDa subunit a1 (V-ATPase 116 kDa subunit a1) (Clathrin-coated vesicle/synaptic vesicle proton pump 116 kDa subunit) (Vacuolar adenosine triphosphatase subunit Ac116) (Vacuolar proton pump subunit 1) (Vacuolar proton translocating ATPase 116 kDa subunit a isoform 1),ATP6V0A1 ATP6N1 ATP6N1A VPP1,837
O15394,NCAM2_HUMAN,reviewed,Neural cell adhesion molecule 2 (N-CAM-2) (NCAM-2),NCAM2 NCAM21,837
Q15063,POSTN_HUMAN,reviewed,Periostin (PN) (Osteoblast-specific factor 2) (OSF-2),POSTN OSF2,836
Q9H2F5,EPC1_HUMAN,reviewed,Enhancer of polycomb homolog 1,EPC1,836
Q99062,CSF3R_HUMAN,reviewed,Granulocyte colony-stimulating factor receptor (G-CSF receptor) (G-CSF-R) (CD antigen CD114),CSF3R GCSFR,836
Q5HYM0,ZC12B_HUMAN,reviewed,Probable ribonuclease ZC3H12B (EC 3.1.-.-) (MCP-induced protein 2) (Zinc finger CCCH domain-containing protein 12B),ZC3H12B CXorf32 MCPIP2,836
Q13507,TRPC3_HUMAN,reviewed,Short transient receptor potential channel 3 (TrpC3) (Transient receptor protein 3) (TRP-3) (hTrp-3) (hTrp3),TRPC3 TRP3,836
Q59H18,TNI3K_HUMAN,reviewed,Serine/threonine-protein kinase TNNI3K (EC 2.7.11.1) (Cardiac ankyrin repeat kinase) (Cardiac troponin I-interacting kinase) (TNNI3-interacting kinase),TNNI3K CARK,835
Q86V20,SHLD2_HUMAN,reviewed,Shieldin complex subunit 2 (Protein FAM35A) (RINN1-REV7-interacting novel NHEJ regulator 2) (Shield complex subunit 2),SHLD2 FAM35A RINN2,835
Q8NEM0,MCPH1_HUMAN,reviewed,Microcephalin,MCPH1,835
Q8NFZ4,NLGN2_HUMAN,reviewed,Neuroligin-2,NLGN2 KIAA1366,835
Q9H165,BC11A_HUMAN,reviewed,B-cell lymphoma/leukemia 11A (BCL-11A) (B-cell CLL/lymphoma 11A) (COUP-TF-interacting protein 1) (Ecotropic viral integration site 9 protein homolog) (EVI-9) (Zinc finger protein 856),BCL11A CTIP1 EVI9 KIAA1809 ZNF856,835
P48960,AGRE5_HUMAN,reviewed,Adhesion G protein-coupled receptor E5 (Leukocyte antigen CD97) (CD antigen CD97) [Cleaved into: Adhesion G protein-coupled receptor E5 subunit alpha; Adhesion G protein-coupled receptor E5 subunit beta],ADGRE5 CD97,835
Q8N1G2,CMTR1_HUMAN,reviewed,Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1 (EC 2.1.1.57) (Cap methyltransferase 1) (Cap1 2'O-ribose methyltransferase 1) (MTr1) (hMTr1) (FtsJ methyltransferase domain-containing protein 2) (Interferon-stimulated gene 95 kDa protein) (ISG95),CMTR1 FTSJD2 KIAA0082 MTR1,835
Q13263,TIF1B_HUMAN,reviewed,Transcription intermediary factor 1-beta (TIF1-beta) (E3 SUMO-protein ligase TRIM28) (EC 2.3.2.27) (KRAB-associated protein 1) (KAP-1) (KRAB-interacting protein 1) (KRIP-1) (Nuclear corepressor KAP-1) (RING finger protein 96) (RING-type E3 ubiquitin transferase TIF1-beta) (Tripartite motif-containing protein 28),TRIM28 KAP1 RNF96 TIF1B,835
Q14511,CASL_HUMAN,reviewed,Enhancer of filamentation 1 (hEF1) (CRK-associated substrate-related protein) (CAS-L) (CasL) (Cas scaffolding protein family member 2) (Neural precursor cell expressed developmentally down-regulated protein 9) (NEDD-9) (Renal carcinoma antigen NY-REN-12) (p105) [Cleaved into: Enhancer of filamentation 1 p55],NEDD9 CASL CASS2,834
Q6IN85,P4R3A_HUMAN,reviewed,Serine/threonine-protein phosphatase 4 regulatory subunit 3A (SMEK homolog 1),PPP4R3A KIAA2010 PP4R3A SMEK1 MSTP033,833
Q9C0C4,SEM4C_HUMAN,reviewed,Semaphorin-4C,SEMA4C KIAA1739 SEMAI UNQ5855/PRO34487,833
Q92918,M4K1_HUMAN,reviewed,Mitogen-activated protein kinase kinase kinase kinase 1 (EC 2.7.11.1) (Hematopoietic progenitor kinase) (MAPK/ERK kinase kinase kinase 1) (MEK kinase kinase 1) (MEKKK 1),MAP4K1 HPK1,833
Q9BVG8,KIFC3_HUMAN,reviewed,Kinesin-like protein KIFC3,KIFC3,833
Q92831,KAT2B_HUMAN,reviewed,Histone acetyltransferase KAT2B (EC 2.3.1.48) (Histone acetyltransferase PCAF) (Histone acetylase PCAF) (Lysine acetyltransferase 2B) (P300/CBP-associated factor) (P/CAF) (Spermidine acetyltransferase KAT2B) (EC 2.3.1.57),KAT2B PCAF,832
Q12864,CAD17_HUMAN,reviewed,Cadherin-17 (Intestinal peptide-associated transporter HPT-1) (Liver-intestine cadherin) (LI-cadherin),CDH17,832
Q99523,SORT_HUMAN,reviewed,Sortilin (100 kDa NT receptor) (Glycoprotein 95) (Gp95) (Neurotensin receptor 3) (NT3) (NTR3),SORT1,831
P16109,LYAM3_HUMAN,reviewed,P-selectin (CD62 antigen-like family member P) (Granule membrane protein 140) (GMP-140) (Leukocyte-endothelial cell adhesion molecule 3) (LECAM3) (Platelet activation dependent granule-external membrane protein) (PADGEM) (CD antigen CD62P),SELP GMRP GRMP,830
O60658,PDE8A_HUMAN,reviewed,"High affinity cAMP-specific and IBMX-insensitive 3',5'-cyclic phosphodiesterase 8A (EC 3.1.4.53)",PDE8A,829
P22223,CADH3_HUMAN,reviewed,Cadherin-3 (Placental cadherin) (P-cadherin),CDH3 CDHP,829
P23508,CRCM_HUMAN,reviewed,Colorectal mutant cancer protein (Protein MCC),MCC,829
Q14BN4,SLMAP_HUMAN,reviewed,Sarcolemmal membrane-associated protein (Sarcolemmal-associated protein),SLMAP KIAA1601 SLAP UNQ1847/PRO3577,828
Q5VVJ2,MYSM1_HUMAN,reviewed,"Deubiquitinase MYSM1 (2A-DUB) (EC 3.4.19.-) (Myb-like, SWIRM and MPN domain-containing protein 1)",MYSM1 KIAA1915,828
Q5T5X7,BEND3_HUMAN,reviewed,BEN domain-containing protein 3,BEND3 KIAA1553,828
Q8WUF5,IASPP_HUMAN,reviewed,RelA-associated inhibitor (Inhibitor of ASPP protein) (Protein iASPP) (NFkB-interacting protein 1) (PPP1R13B-like protein),PPP1R13L IASPP NKIP1 PPP1R13BL RAI,828
Q9BQI5,SGIP1_HUMAN,reviewed,SH3-containing GRB2-like protein 3-interacting protein 1 (Endophilin-3-interacting protein),SGIP1,828
P09327,VILI_HUMAN,reviewed,Villin-1,VIL1 VIL,827
Q8TCJ2,STT3B_HUMAN,reviewed,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B (Oligosaccharyl transferase subunit STT3B) (STT3-B) (EC 2.4.99.18) (Source of immunodominant MHC-associated peptides homolog),STT3B SIMP,826
Q16665,HIF1A_HUMAN,reviewed,Hypoxia-inducible factor 1-alpha (HIF-1-alpha) (HIF1-alpha) (ARNT-interacting protein) (Basic-helix-loop-helix-PAS protein MOP1) (Class E basic helix-loop-helix protein 78) (bHLHe78) (Member of PAS protein 1) (PAS domain-containing protein 8),HIF1A BHLHE78 MOP1 PASD8,826
O75626,PRDM1_HUMAN,reviewed,PR domain zinc finger protein 1 (EC 2.1.1.-) (BLIMP-1) (Beta-interferon gene positive regulatory domain I-binding factor) (PR domain-containing protein 1) (Positive regulatory domain I-binding factor 1) (PRDI-BF1) (PRDI-binding factor 1),PRDM1 BLIMP1,825
